INSTNM,Latitude,Longitude,ZIP,,,
The English Center,47.8146553,13.03872204,94621,,,
Dewey University-Mayaguez,18.20134735,-67.13948822,00682-0000,,,
Southwest Skill Center-Campus of Estrella Mountain Community College,33.48065948,-112.3444214,85323,,,
Colleen O'Haras Beauty Academy,48.96666718,7.01666689,92701-0000,,,
Independence Community College,37.19470215,-95.71924591,67301-0708,,,
Vatterott College-Oklahoma City,36.09983063,-95.84365082,73132,,,
InterCoast Colleges-Burbank,34.18205261,-118.3074722,91502,,,
Pennsylvania Highlands Community College,40.2640686,-78.83692932,15904-2949,,,
Everest Institute-Bensalem,40.11029434,-74.94284821,19020-2062,,,
Everest University-Jacksonville,30.18878555,-81.70606232,32256-1240,,,
Golf Academy of America-Orlando,28.53833008,-81.37887573,32703,,,
Everest College-Springfield,37.18194199,-93.30465698,65807,,,
Ross Medical Education Center-Ann Arbor,42.28141785,-83.74847412,48108-1411,,,
Pivot Point Academy-Evanston,42.05215836,-87.68786621,60201,,,
Golf Academy of America-Dallas,32.77797699,-96.79621124,75234-8906,,,
Everest College-Santa Ana,33.75788116,-117.8884125,92701,,,
John A Logan College,37.74748611,-89.08963776,62918-2500,,,
Tulsa Technology Center-Peoria Campus,36.20860291,-95.97738647,74106-1619,,,
Paul Quinn College,32.67974091,-96.7550354,75241,,,
Itawamba Community College,34.27639008,-88.41249847,38843-1099,,,
Heritage Institute-Jacksonville,30.32596779,-81.65676117,32216,,,
MediaTech Institute-Dallas,32.77797699,-96.79621124,75234,,,
Vernon College,34.16041183,-99.31562805,76384-4092,,,
Withlacoochee Technical College,28.83584213,-82.345047,34450-4301,,,
Northwest Technical Institute,36.17902374,-94.11423492,72764,,,
Everest College-McLean,38.93759155,-77.18377686,22182,,,
Lansdale School of Cosmetology Inc,40.24156189,-75.28373718,19446-2003,,,
National Polytechnic College,33.98980331,-118.1388702,90712,,,
Dade Medical College-West Palm Beach,26.71443939,-80.0549469,33415,,,
Northeastern Technical College,34.69960022,-79.93869019,29520,,,
GateWay Community College-Central City,33.45101929,-111.9989014,85034-4101,,,
Dade Medical College-Jacksonville,30.32569695,-81.55003357,32225,,,
Tulsa Technology Center-Sand Springs Campus,36.13845444,-96.10887909,74063,,,
Kauai Community College,21.96993828,-159.3965759,96766-9500,,,
Hands on Therapy,40.76405716,-73.98691559,75149,,,
Scioto County Career Technical Center,38.73993301,-82.98526001,45648-0766,,,
International Professional School of Bodywork,19.0389952,73.0803916,92123,,,
UEI,36.98841476,-121.9850845,303000000,,,
UEI College,36.98841476,-121.9850845,913000000,,,
Northwest Louisiana Technical Community College,30.98100853,-91.89182281,71055-0000,,,
Francis Tuttle Technology Center,35.60055923,-97.64277649,73142-2789,,,
Mid-EastCTC-Adult Education,29,41,43701,,,
Dade Medical College-Miami Lakes,25.90779305,-80.31059265,33014,,,
Heritage College-Oklahoma City,35.49569702,-97.54114532,73149,,,
Milan Institute-Palm Desert,33.72888184,-116.3825302,92211,,,
Milan Institute-Sparks,39.52453613,-119.7577972,89431,,,
Rob Roy Academy-Fall River,41.7010231,-71.15538788,02720-3445,,,
TONI&GUY Hairdressing Academy - Costa Mesa,33.66385651,-117.9047623,92626,,,
Fletcher Technical Community College,33.69148636,-117.9197083,70395,,,
Valley College-Beckley,37.77606201,-81.18401337,25801,,,
Marinello School of Beauty-Fresno,36.73165512,-119.7858582,93711,,,
Missouri College,38.62703705,-90.33647919,63144,,,
North Central State College,40.79899979,-82.58123779,44906-0698,,,
Coastal Pines Technical College,31.21303749,-82.383255,31503,,,
Kiamichi Technology Center-McAlester,34.93378448,-95.76656342,74501,,,
Federico Beauty Institute,38.38342285,-81.76409912,95834,,,
Blue Sky School of Professional Massage and Therapeutic Bodywork,40.29991531,-103.8056335,53024,,,
Cortiva Institute-Dallas,32.77797699,-96.79621124,75801-4848,,,
Black River Technical College,36.23880005,-90.95680237,72455,,,
Capitol Beauty School,41.26309204,15.91133881,68137-2325,,,
Southern California Health Institute (SOCHI) - North Hollywood,34.18024826,-118.3780594,916000000,,,
Everest University-North Orlando,30.18878555,-81.70606232,32810,,,
Everest Institute-Eagan,44.81887436,-93.16721344,55121-1696,,,
Everest Institute-Cross Lanes,52.92519061,-2.96427114,25313,,,
Centura College-Norfolk,52.46339435,0.54259525,23518-4833,,,
Everest Institute-Detroit,42.33293915,-83.0478363,48207-4291,,,
Regency Beauty Institute-Westminster,42.27696356,-71.79308236,80031,,,
Regency Beauty Institute-Maplewood,45.00641251,-93.02519226,55109,,,
Regency Beauty Institute-Peoria,40.69459152,-89.59036255,61615,,,
Regency Beauty Institute-Castleton,34.05040566,-84.25808946,46250-0000,,,
Cozmo Beauty School,41.26309204,15.91133881,34135,,,
Northwest Indian College,48.7929039,-122.6149368,98226-9217,,,
Tennessee College of Applied Technology-Memphis,35.14337921,-90.05213928,38105-3604,,,
Caldwell Community College and Technical Institute,35.85300064,-81.48320007,28638,,,
Newberry School of Beauty,34.27868652,-81.61009216,91344-7401,,,
Rowan-Cabarrus Community College,35.50375135,-80.30496125,28146,,,
Everest Institute-North Miami,25.89037895,-80.1844635,33169-4538,,,
Kaplan Career Institute-Cleveland,41.50514221,-81.69145966,44129-6810,,,
Hair Academy II,65.32187653,25.37162209,20748-1401,,,
Clear Creek Baptist Bible College,36.72824478,-83.72840881,40977-9752,,,
Northeast Texas Community College,33.1043663,-94.87968445,75455,,,
Regency Beauty Institute-Mesa,33.41518021,-111.8314972,85202,,,
Brightwood College-Beaumont,34.20103455,-118.4683456,77706,,,
Regency Beauty Institute-Tri-County,42.09552002,-71.42217255,45246,,,
VICI Beauty School,36.15084839,-99.29725647,53228,,,
Kaplan College-Lubbock,33.5872879,-101.8506775,79401,,,
House of Heavilin Beauty College-Kansas City,39.09979248,-94.57855988,64110-2826,,,
Daymar College-Chillicothe,39.33184433,-82.98177338,456000000,,,
Unitech Training Academy-Lafayette,30.22126007,-92.01877594,70506,,,
Regency Beauty Institute-Flint,53.2485508,-3.1366753,48507,,,
Regency Beauty Institute-Baltimore Golden Ring,39.3305757,-76.48419475,21237-0000,,,
Cambria-Rowe Business College-Johnstown,40.32594299,-78.91749573,15902,,,
Unitech Training Academy-Houma,29.59584808,-90.71936798,70364,,,
Virginia College-Jacksonville,31.96608162,-95.28090668,32207,,,
Regency Beauty Institute-Mehlville,34.2969165,-118.516459,63129,,,
Regency Beauty Institute-North Nashville,36.1663475,-86.77905273,37115,,,
Regency Beauty Institute-Tolleson,33.45038223,-112.255188,85033,,,
Regency Beauty Institute-Metro Center,33.57528305,-112.1215897,85051,,,
Virginia College-Knoxville,35.97114182,-83.94447327,37918-2472,,,
Daymar College-Jackson,39.03678513,-82.62449646,45640,,,
Southeastern Baptist College,31.74847221,-89.14945221,39440-9989,,,
West Shore Community College,44.00889969,-86.33709717,49454-0277,,,
Dade Medical College-Hollywood,18.58250809,-72.26343536,33024,,,
Regency Beauty Institute-Hoover,33.38793564,-86.80612183,35244,,,
Regency Beauty Institute-Arlington,32.7355957,-97.10710907,76015,,,
Regency Beauty Institute-Tinley Park,41.573246,-87.7842865,60477,,,
Bryant & Stratton College-Virginia Beach,43.03937149,-87.91516113,23462,,,
Kaplan College-Jacksonville,31.96608162,-95.28090668,32216,,,
Texas Barber College - Branch Campus #1,31.46384811,-99.33329773,75241,,,
Guam Community College,13.44070244,144.8091888,96913,,,
San Diego College,32.72072983,-117.1590042,92101,,,
Regency Beauty Institute-Olathe,38.88352585,-94.8182373,66062,,,
Texas Barber College - Branch Campus #5,31.46384811,-99.33329773,77022,,,
Aiken School of Cosmetology and Barbering,33.56387329,-81.71615601,29803,,,
Danville Area Community College,40.13171387,-87.59130859,61832-5118,,,
Toni & Guy Hairdressing Academy-Idaho,44.38907242,-114.6593704,83815,,,
Feather River Community College District,39.94991684,-120.9694367,95971-9124,,,
Washington County Career Center-Adult Technical Training,40.17088318,-80.24543762,45750,,,
Unitech Training Academy-Baton Rouge,30.44949341,-91.09339905,70816-4040,,,
Marinello School of Beauty-Northampton,52.2386862,-0.8983208,1060,,,
Marinello School of Beauty-Stockton,52.2695942,-1.3617164,95203,,,
Spa Tech Institute-Westbrook,36.04947195,-90.56450195,4092,,,
American National University-Columbus,40.08722305,-82.94512177,45420,,,
Academy of Natural Therapy Inc,40.4262352,-104.6910629,80631-9441,,,
Central State Massage Academy,42.7912941,-73.92058563,73162,,,
University of Puerto Rico-Humacao,18.40485573,-66.0464859,792,,,
Paul Mitchell the School-New Orleans,40.73554993,-73.99427032,70002-4705,,,
Ohio Business College-Sheffield,41.42380524,-82.07355499,44035-0701,,,
Continental School of Beauty Culture-West Seneca,42.84327316,-78.79080963,14224,,,
Empire Beauty School-Tampa,27.94742393,-82.45877838,33619-2619,,,
Empire Beauty School-Lehigh Valley,40.70000076,-75.5,18052,,,
Empire Beauty School-Pineville,35.08438873,-80.89281464,28226,,,
South Georgia Technical College,32.11555862,-84.19086456,31709,,,
Career Academy of Hair Design-Rogers,36.33440018,-94.12576294,72756-2102,,,
Tricoci University of Beauty Culture-Highland,57.60816574,-4.36749744,46322,,,
Marinello School of Beauty-Palmdale,34.57646942,-118.1161041,93551,,,
Arkansas Northeastern College,35.89853287,-89.92098236,72316-1109,,,
European Massage Therapy School-Las Vegas,36.16909027,-115.1405792,89117,,,
Marinello Schools of Beauty-Meriden,41.53759003,-72.80110168,6450,,,
Salon Success Academy-West Covina,34.08272934,-117.9314804,91790-2876,,,
Empire Beauty School-Tucson,32.22187805,-110.9712219,85716,,,
United Talmudical Seminary,40.70780563,-73.86428833,11211,,,
Consolidated School of Business-Lancaster,39.98500824,-76.75796509,17603,,,
Josef's School of Hair Design Inc-Fargo Downtown,46.25918961,-63.14972687,58102,,,
Beauty Schools of America-Hialeah,25.82720184,-80.28150177,33012,,,
Empire Beauty School-Dunwoody,33.94232178,-84.31600952,30338,,,
Empire Beauty School-West Greensboro,36.0727005,-79.79389954,27407-2693,,,
Drake College of Business-Newark,40.73150635,-74.17438507,7102,,,
Empire Beauty School-Flagstaff,35.19817734,-111.6513214,86004,,,
Cabell County Career Technology Center,38.4191246,-82.44522095,25705-2827,,,
Capri Institute of Hair Design-Paramus,40.95191574,-74.07527161,7652,,,
Shore Beauty School,46.40243355,-94.42148325,8234,,,
Marinello School of Beauty-Castro Valley,50.84896626,-0.20584972,94546,,,
Wright Career College-Omaha,41.25865173,-95.93719482,68124,,,
Wright Career College - Tulsa OK,36.15532684,-95.99208069,74145,,,
L'esprit Academy - Royal Oak,42.4897995,-83.14428711,481000000,,,
Professional's Choice Hair Design Academy,38.65811157,-90.26731873,60435,,,
Empire Beauty School-Vernon Hills,42.23868561,-87.95959473,60061-1519,,,
Bramson ORT College,40.7213707,-73.84871674,11375-4239,,,
Everest Institute-Pittsburgh,40.44216919,-79.99495697,15222-1320,,,
Blue Cliff Career College,41.63779831,-74.39711761,36606,,,
Baldwin Beauty School-North Austin,30.36963081,-97.7062912,78757-7068,,,
Empire Beauty School-Savannah,32.08060837,-81.09009552,31406-2455,,,
Center for Massage,54.8927803,23.90250015,28801,,,
Los Angeles ORT College-Los Angeles Campus,34.05223846,-118.2433472,90048,,,
Texas Barber Colleges and Hairstyling Schools Branch Campus #6,31.46384811,-99.33329773,77063,,,
Capri College-Dubuque,42.50551224,-90.66731262,52004-0873,,,
Bell Mar Beauty College,51.65327072,7.09781456,60804,,,
Mississippi Valley State University,33.51379013,-90.34333038,38941-1400,,,
Mildred Elley-New York Campus,40.70543671,-74.0138092,10004-1010,,,
La James International College-East Moline,41.66338348,-91.53201294,61244,,,
Paul Mitchell the School-Rexburg,43.82607269,-111.7895355,83440,,,
Mountain Gateway Community College,37.8117218,-79.85182953,24422-1000,,,
Empire Beauty School-Harrisburg,39.14110947,-92.46166992,17109,,,
PJ's College of Cosmetology-Clarksville,36.51648331,-87.32039642,47129,,,
Marinello School of Beauty-West Covina,34.08272934,-117.9314804,91790,,,
Marinello School of Beauty-Whittier,33.97347641,-118.0326614,90601,,,
International Academy,42.60341644,-83.22610474,32119,,,
American Academy of Cosmetology,40.36348852,-111.7817203,32065,,,
Creative Images Institute of Cosmetology-South Dayton,42.36170197,-79.05111694,45459,,,
Toni & Guy Hairdressing Academy-Jacksonville,30.32596779,-81.65676117,32256,,,
Southwest Georgia Technical College,30.86094475,-83.95110321,31792-9960,,,
Central Wyoming College,43.64974976,-108.2087631,82501,,,
Empire Beauty School-Arlington Heights,42.08297729,-87.98046112,60004,,,
Computer Systems Institute,42.04388046,-87.75363922,60077,,,
Traxlers School of Hair,48.82244492,2.33122206,39212,,,
Paul Mitchell the School-Charleston,32.77647018,-79.93103027,29418-6993,,,
Milan Institute of Cosmetology,29.35813522,-98.5005722,79103,,,
Marinello Schools of Beauty-East Hartford,41.76931763,-72.64378357,6108,,,
Empire Beauty School-Laurel Springs,39.82247543,-75.0054245,08021-5602,,,
American College of Hairstyling-Des Moines,41.58882141,-93.62030792,50309,,,
Northwest Hair Academy,38.77838898,-90.42558289,98273,,,
Regency Beauty Institute-Cleveland,41.50514221,-81.69145966,44094,,,
Empire Beauty School-E Memphis,35.14337921,-90.05213928,38117,,,
Old Town Barber College-Wichita,37.68602371,-97.33557129,67211-1605,,,
Milan Institute of Cosmetology-Visalia,36.30185318,-119.3099976,93277,,,
Colegio Tecnico de Electricidad Galloza,-24.66439629,-56.45783615,602,,,
Marinello Schools of Beauty-Burbank,34.18205261,-118.3074722,91502,,,
Mid Cities Barber College,32.735008,-97.0512575,75051-4892,,,
Milan Institute of Cosmetology-La Quinta,29.35813522,-98.5005722,92253,,,
Beau Monde College of Hair Design,22.56666946,105.4666672,97232,,,
Southwestern Indian Polytechnic Institute,35.17462921,-106.6656647,87120-3101,,,
Everest Institute-Rochester,43.15570831,-77.61254883,14621-3007,,,
Salish Kootenai College,47.59638977,-114.1108322,59855,,,
Marinello Schools of Beauty-Topeka,39.0509758,-95.67043304,66611,,,
Masters of Cosmetology College,64.87072754,-147.8238831,46809-1305,,,
Marinello Schools of Beauty-Sacramento,38.57693481,-121.4949493,95841,,,
Frontier Community College,38.38230133,-88.39209747,62837,,,
Denmark College,55.93219376,8.98490334,46410,,,
West Michigan College of Barbering and Beauty,44.87479782,-85.73097992,49008,,,
Loraines Academy & Spa,27.78231812,-82.71333313,33710,,,
Escuela De Troqueleria Y Herramentaje,39.00876236,-75.46864319,959,,,
CET-San Jose,37.33479309,-121.8881455,95110,,,
Formations Institute,38.38342285,-81.76409912,73703-4538,,,
Marinello School of Beauty-Paramount,17.404331,78.414864,90723,,,
Marinello School of Beauty-City of Industry,39.47710419,-119.7858353,91748,,,
Hair Dynamics Education Center,40.49671555,-105.076561,80525,,,
The Salon Professional Academy-Washington DC,38.89206314,-77.01991272,20002-0000,,,
Okaloosa Technical College,30.74964905,-86.56265259,32547,,,
Beyond 21st Century Beauty Academy,35.01928711,-85.2355957,90670,,,
MCI Institute of Technology,40.73607635,-74.02818298,33409,,,
Faust Institute of Cosmetology-Spirit Lake,46.27380371,-122.1388855,51360,,,
International Beauty College,34.1102829,-117.2852554,75040-3294,,,
Frederick School of Cosmetology,39.41418076,-77.41093445,21701,,,
Professional Careers Institute,38.38342285,-81.76409912,77036,,,
Morgantown Beauty College Inc,39.62981033,-79.95594788,26505-5430,,,
Kiamichi Technology Centers-Talihina Campus,34.7508812,-95.04711914,74571,,,
Empire Beauty School-Shamokin Dam,40.85109711,-76.82387543,17876,,,
Academy of Salon and Spa -,50.49236298,5.86325121,745000000,,,
Chambersburg Beauty School,39.93729019,-77.65971375,17201,,,
Eastern Hills Academy of Hair Design,38.83983612,-97.60760498,45255,,,
Sidneys Hair Dressing College,-33.87319946,151.2095947,67501,,,
CET-Chicago,41.8832283,-87.63240051,60612,,,
Inter American University of Puerto Rico-Fajardo,18.40642929,-66.18650818,00738-7003,,,
